raceth,age_group_5yr,sex,statefip,n,weighted
NHOPI Hispanic,45-49,NA,34,5,686
NHOPI Hispanic,45-49,NA,35,1,120
NHOPI Hispanic,45-49,NA,36,14,1139
NHOPI Hispanic,45-49,NA,37,2,104
NHOPI Hispanic,45-49,NA,39,3,345
NHOPI Hispanic,45-49,NA,41,3,357
NHOPI Hispanic,45-49,NA,42,4,621
NHOPI Hispanic,45-49,NA,45,2,292
NHOPI Hispanic,45-49,NA,47,1,72
NHOPI Hispanic,45-49,NA,48,26,2936
NHOPI Hispanic,45-49,NA,51,3,624
NHOPI Hispanic,45-49,NA,53,4,1380
NHOPI Hispanic,45-49,NA,55,3,722
NHOPI Hispanic,50-54,NA,1,1,236
NHOPI Hispanic,50-54,NA,4,6,573
NHOPI Hispanic,50-54,NA,6,40,3308
NHOPI Hispanic,50-54,NA,8,2,128
NHOPI Hispanic,50-54,NA,9,1,88
NHOPI Hispanic,50-54,NA,11,1,66
NHOPI Hispanic,50-54,NA,12,9,1112
NHOPI Hispanic,50-54,NA,13,4,281
NHOPI Hispanic,50-54,NA,15,17,1341
NHOPI Hispanic,50-54,NA,16,1,207
NHOPI Hispanic,50-54,NA,17,11,1450
NHOPI Hispanic,50-54,NA,18,2,91
NHOPI Hispanic,50-54,NA,19,1,208
NHOPI Hispanic,50-54,NA,20,1,57
NHOPI Hispanic,50-54,NA,22,1,100
NHOPI Hispanic,50-54,NA,24,4,694
NHOPI Hispanic,50-54,NA,25,10,1070
NHOPI Hispanic,50-54,NA,26,1,71
NHOPI Hispanic,50-54,NA,27,1,99
NHOPI Hispanic,50-54,NA,32,3,368
NHOPI Hispanic,50-54,NA,34,3,254
NHOPI Hispanic,50-54,NA,35,3,203
NHOPI Hispanic,50-54,NA,36,15,2079
NHOPI Hispanic,50-54,NA,37,2,107
NHOPI Hispanic,50-54,NA,39,2,114
NHOPI Hispanic,50-54,NA,40,2,94
NHOPI Hispanic,50-54,NA,41,1,63
NHOPI Hispanic,50-54,NA,42,5,1215
NHOPI Hispanic,50-54,NA,44,1,98
NHOPI Hispanic,50-54,NA,45,4,425
NHOPI Hispanic,50-54,NA,47,2,187
NHOPI Hispanic,50-54,NA,48,17,3401
NHOPI Hispanic,50-54,NA,49,1,66
NHOPI Hispanic,50-54,NA,51,1,71
NHOPI Hispanic,50-54,NA,53,7,1166
NHOPI Hispanic,50-54,NA,54,1,57
NHOPI Hispanic,50-54,NA,55,1,282
NHOPI Hispanic,55-59,NA,1,2,429
NHOPI Hispanic,55-59,NA,2,2,574
NHOPI Hispanic,55-59,NA,4,9,755
NHOPI Hispanic,55-59,NA,6,34,3437
NHOPI Hispanic,55-59,NA,8,3,237
NHOPI Hispanic,55-59,NA,9,1,114
NHOPI Hispanic,55-59,NA,12,15,1649
NHOPI Hispanic,55-59,NA,13,5,205
NHOPI Hispanic,55-59,NA,15,14,745
NHOPI Hispanic,55-59,NA,17,10,1857
NHOPI Hispanic,55-59,NA,18,1,123
NHOPI Hispanic,55-59,NA,19,1,20
NHOPI Hispanic,55-59,NA,20,1,155
NHOPI Hispanic,55-59,NA,21,1,214
NHOPI Hispanic,55-59,NA,22,2,138
NHOPI Hispanic,55-59,NA,25,1,110
NHOPI Hispanic,55-59,NA,26,1,173
NHOPI Hispanic,55-59,NA,28,1,53
NHOPI Hispanic,55-59,NA,31,2,283
NHOPI Hispanic,55-59,NA,32,4,505
NHOPI Hispanic,55-59,NA,34,5,542
NHOPI Hispanic,55-59,NA,35,1,65
NHOPI Hispanic,55-59,NA,36,16,2417
NHOPI Hispanic,55-59,NA,37,3,234
NHOPI Hispanic,55-59,NA,40,1,73
NHOPI Hispanic,55-59,NA,41,1,96
NHOPI Hispanic,55-59,NA,42,5,533
NHOPI Hispanic,55-59,NA,45,4,497
NHOPI Hispanic,55-59,NA,47,3,253
NHOPI Hispanic,55-59,NA,48,15,1533
NHOPI Hispanic,55-59,NA,53,6,583
NHOPI Hispanic,55-59,NA,55,1,407
NHOPI Hispanic,60-64,NA,4,3,228
NHOPI Hispanic,60-64,NA,6,35,2902
NHOPI Hispanic,60-64,NA,8,1,55
NHOPI Hispanic,60-64,NA,10,1,42
NHOPI Hispanic,60-64,NA,12,9,926
NHOPI Hispanic,60-64,NA,13,1,71
NHOPI Hispanic,60-64,NA,15,13,806
NHOPI Hispanic,60-64,NA,17,5,357
NHOPI Hispanic,60-64,NA,18,1,57
NHOPI Hispanic,60-64,NA,20,3,647
NHOPI Hispanic,60-64,NA,21,1,215
NHOPI Hispanic,60-64,NA,24,1,329
NHOPI Hispanic,60-64,NA,25,2,323
NHOPI Hispanic,60-64,NA,26,1,89
NHOPI Hispanic,60-64,NA,28,1,152
NHOPI Hispanic,60-64,NA,32,1,326
NHOPI Hispanic,60-64,NA,34,4,479
NHOPI Hispanic,60-64,NA,36,7,651
NHOPI Hispanic,60-64,NA,37,5,489
NHOPI Hispanic,60-64,NA,39,1,99
NHOPI Hispanic,60-64,NA,42,4,1172
NHOPI Hispanic,60-64,NA,44,2,305
NHOPI Hispanic,60-64,NA,47,1,57
NHOPI Hispanic,60-64,NA,48,15,1559
NHOPI Hispanic,60-64,NA,49,1,213
NHOPI Hispanic,60-64,NA,51,1,277
NHOPI Hispanic,60-64,NA,53,2,126
NHOPI Hispanic,65-69,NA,4,3,177
NHOPI Hispanic,65-69,NA,6,36,3024
NHOPI Hispanic,65-69,NA,8,3,281
NHOPI Hispanic,65-69,NA,9,2,336
NHOPI Hispanic,65-69,NA,11,1,58
NHOPI Hispanic,65-69,NA,12,8,472
NHOPI Hispanic,65-69,NA,13,2,197
NHOPI Hispanic,65-69,NA,15,3,160
NHOPI Hispanic,65-69,NA,16,1,70
NHOPI Hispanic,65-69,NA,17,1,64
NHOPI Hispanic,65-69,NA,19,1,183
NHOPI Hispanic,65-69,NA,24,1,45
NHOPI Hispanic,65-69,NA,25,3,367
NHOPI Hispanic,65-69,NA,28,1,66
NHOPI Hispanic,65-69,NA,32,4,240
NHOPI Hispanic,65-69,NA,34,1,89
NHOPI Hispanic,65-69,NA,36,10,920
NHOPI Hispanic,65-69,NA,37,2,324
NHOPI Hispanic,65-69,NA,39,1,283
NHOPI Hispanic,65-69,NA,41,1,118
NHOPI Hispanic,65-69,NA,42,4,375
NHOPI Hispanic,65-69,NA,45,2,306
NHOPI Hispanic,65-69,NA,47,1,97
NHOPI Hispanic,65-69,NA,48,4,263
NHOPI Hispanic,65-69,NA,49,1,97
NHOPI Hispanic,70-74,NA,4,2,260
NHOPI Hispanic,70-74,NA,6,14,1074
NHOPI Hispanic,70-74,NA,9,1,41
NHOPI Hispanic,70-74,NA,12,5,579
NHOPI Hispanic,70-74,NA,13,2,255
NHOPI Hispanic,70-74,NA,15,5,111
NHOPI Hispanic,70-74,NA,17,3,150
NHOPI Hispanic,70-74,NA,19,1,41
NHOPI Hispanic,70-74,NA,22,1,4
NHOPI Hispanic,70-74,NA,23,1,120
NHOPI Hispanic,70-74,NA,25,3,287
NHOPI Hispanic,70-74,NA,27,1,26
NHOPI Hispanic,70-74,NA,28,1,67
NHOPI Hispanic,70-74,NA,32,1,96
NHOPI Hispanic,70-74,NA,34,4,370
NHOPI Hispanic,70-74,NA,35,1,234
NHOPI Hispanic,70-74,NA,36,7,734
NHOPI Hispanic,70-74,NA,39,1,51
NHOPI Hispanic,70-74,NA,42,2,265
NHOPI Hispanic,70-74,NA,44,2,352
NHOPI Hispanic,70-74,NA,48,6,388
NHOPI Hispanic,70-74,NA,53,1,37
NHOPI Hispanic,70-74,NA,55,2,417
NHOPI Hispanic,75-79,NA,1,2,97
NHOPI Hispanic,75-79,NA,4,3,280
NHOPI Hispanic,75-79,NA,6,7,667
NHOPI Hispanic,75-79,NA,9,1,120
NHOPI Hispanic,75-79,NA,10,1,65
NHOPI Hispanic,75-79,NA,12,2,269
NHOPI Hispanic,75-79,NA,15,1,17
NHOPI Hispanic,75-79,NA,17,2,411
NHOPI Hispanic,75-79,NA,19,1,118
NHOPI Hispanic,75-79,NA,20,1,148
NHOPI Hispanic,75-79,NA,24,1,87
NHOPI Hispanic,75-79,NA,25,1,162
NHOPI Hispanic,75-79,NA,27,1,9
NHOPI Hispanic,75-79,NA,29,1,85
NHOPI Hispanic,75-79,NA,32,1,281
NHOPI Hispanic,75-79,NA,34,2,125
NHOPI Hispanic,75-79,NA,36,4,388
NHOPI Hispanic,75-79,NA,37,2,70
NHOPI Hispanic,75-79,NA,39,1,149
NHOPI Hispanic,75-79,NA,41,1,58
NHOPI Hispanic,75-79,NA,47,2,178
NHOPI Hispanic,75-79,NA,48,7,375
NHOPI Hispanic,75-79,NA,53,2,116
NHOPI Hispanic,80+,NA,6,11,1010
NHOPI Hispanic,80+,NA,10,1,63
NHOPI Hispanic,80+,NA,12,4,411
NHOPI Hispanic,80+,NA,13,1,75
NHOPI Hispanic,80+,NA,15,5,168
NHOPI Hispanic,80+,NA,16,1,20
NHOPI Hispanic,80+,NA,17,2,187
NHOPI Hispanic,80+,NA,27,1,125
NHOPI Hispanic,80+,NA,28,1,26
NHOPI Hispanic,80+,NA,32,1,117
NHOPI Hispanic,80+,NA,34,4,390
NHOPI Hispanic,80+,NA,35,1,26
NHOPI Hispanic,80+,NA,36,17,1887
NHOPI Hispanic,80+,NA,37,1,42
NHOPI Hispanic,80+,NA,39,2,113
NHOPI Hispanic,80+,NA,41,1,181
NHOPI Hispanic,80+,NA,42,1,75
NHOPI Hispanic,80+,NA,44,1,157
NHOPI Hispanic,80+,NA,47,3,304
NHOPI Hispanic,80+,NA,48,4,212
NHOPI Hispanic,80+,NA,51,1,23
Hispanic alone,0-4,NA,1,255,44173
Hispanic alone,0-4,NA,2,47,7992
Hispanic alone,0-4,NA,4,1499,201033
Hispanic alone,0-4,NA,5,238,27799
Hispanic alone,0-4,NA,6,15116,2068126
Hispanic alone,0-4,NA,8,786,126170
Hispanic alone,0-4,NA,9,474,86364
Hispanic alone,0-4,NA,10,82,19080
Hispanic alone,0-4,NA,11,65,12873
Hispanic alone,0-4,NA,12,2619,396891
Hispanic alone,0-4,NA,13,994,151621
Hispanic alone,0-4,NA,15,289,39714
Hispanic alone,0-4,NA,16,228,29594
Hispanic alone,0-4,NA,17,1623,261767
Hispanic alone,0-4,NA,18,517,69458
Hispanic alone,0-4,NA,19,146,27973
Hispanic alone,0-4,NA,20,301,44226
Hispanic alone,0-4,NA,21,178,24345
Hispanic alone,0-4,NA,22,283,39454
Hispanic alone,0-4,NA,23,22,1902
Hispanic alone,0-4,NA,24,846,162491
Hispanic alone,0-4,NA,25,718,128249
Hispanic alone,0-4,NA,26,415,53245
Hispanic alone,0-4,NA,27,249,52129
Hispanic alone,0-4,NA,28,138,15620
Hispanic alone,0-4,NA,29,269,38942
Hispanic alone,0-4,NA,30,34,3619
Hispanic alone,0-4,NA,31,241,46035
Hispanic alone,0-4,NA,32,942,135272
Hispanic alone,0-4,NA,33,48,5707
Hispanic alone,0-4,NA,34,1647,283681
Hispanic alone,0-4,NA,35,485,78218
Hispanic alone,0-4,NA,36,2831,541545
Hispanic alone,0-4,NA,37,1242,213219
Hispanic alone,0-4,NA,38,21,3859
Hispanic alone,0-4,NA,39,514,73584
Hispanic alone,0-4,NA,40,506,68633
Hispanic alone,0-4,NA,41,521,85424
Hispanic alone,0-4,NA,42,717,179558
Hispanic alone,0-4,NA,44,151,28081
Hispanic alone,0-4,NA,45,331,46759
Hispanic alone,0-4,NA,46,39,6204
Hispanic alone,0-4,NA,47,466,70662
Hispanic alone,0-4,NA,48,6204,954565
Hispanic alone,0-4,NA,49,419,74722
Hispanic alone,0-4,NA,50,13,1292
Hispanic alone,0-4,NA,51,813,134360
Hispanic alone,0-4,NA,53,1063,160991
Hispanic alone,0-4,NA,54,32,3643
Hispanic alone,0-4,NA,55,233,40174
Hispanic alone,0-4,NA,56,41,6190
Hispanic alone,5-9,NA,1,321,49777
Hispanic alone,5-9,NA,2,51,9432
Hispanic alone,5-9,NA,4,1706,220191
Hispanic alone,5-9,NA,5,256,33266
Hispanic alone,5-9,NA,6,17762,2255681
Hispanic alone,5-9,NA,8,851,121643
Hispanic alone,5-9,NA,9,590,84331
Hispanic alone,5-9,NA,10,123,18152
Hispanic alone,5-9,NA,11,72,14739
Hispanic alone,5-9,NA,12,2986,404905
Hispanic alone,5-9,NA,13,1186,172315
Hispanic alone,5-9,NA,15,318,49107
Hispanic alone,5-9,NA,16,238,30961
Hispanic alone,5-9,NA,17,1899,296299
Hispanic alone,5-9,NA,18,547,82062
Hispanic alone,5-9,NA,19,182,31358
Hispanic alone,5-9,NA,20,298,44679
Hispanic alone,5-9,NA,21,187,27969
Hispanic alone,5-9,NA,22,283,36527
Hispanic alone,5-9,NA,23,30,2351
Hispanic alone,5-9,NA,24,964,150420
Hispanic alone,5-9,NA,25,811,121411
Hispanic alone,5-9,NA,26,479,65944
Hispanic alone,5-9,NA,27,324,63306
Hispanic alone,5-9,NA,28,152,16634
Hispanic alone,5-9,NA,29,299,34839
Hispanic alone,5-9,NA,30,40,5733
Hispanic alone,5-9,NA,31,198,37660
Hispanic alone,5-9,NA,32,1032,135367
Hispanic alone,5-9,NA,33,45,5527
Hispanic alone,5-9,NA,34,2062,296838
Hispanic alone,5-9,NA,35,549,84309
Hispanic alone,5-9,NA,36,3213,543767
Hispanic alone,5-9,NA,37,1319,216340
Hispanic alone,5-9,NA,38,23,4470
Hispanic alone,5-9,NA,39,548,77130
Hispanic alone,5-9,NA,40,552,79440
Hispanic alone,5-9,NA,41,553,87066
Hispanic alone,5-9,NA,42,839,186420
Hispanic alone,5-9,NA,44,138,24042
Hispanic alone,5-9,NA,45,336,46117
Hispanic alone,5-9,NA,46,59,8208
Hispanic alone,5-9,NA,47,518,77357
Hispanic alone,5-9,NA,48,7158,1007608
Hispanic alone,5-9,NA,49,453,65631
Hispanic alone,5-9,NA,50,12,1364
Hispanic alone,5-9,NA,51,841,134168
Hispanic alone,5-9,NA,53,1226,179872
Hispanic alone,5-9,NA,54,26,3211
Hispanic alone,5-9,NA,55,253,49651
Hispanic alone,5-9,NA,56,50,6010
Hispanic alone,10-14,NA,1,308,48500
Hispanic alone,10-14,NA,2,40,7950
Hispanic alone,10-14,NA,4,2039,252154
Hispanic alone,10-14,NA,5,260,32620
Hispanic alone,10-14,NA,6,20778,2643978
Hispanic alone,10-14,NA,8,975,139078
Hispanic alone,10-14,NA,9,658,98193
Hispanic alone,10-14,NA,10,132,17478
Hispanic alone,10-14,NA,11,51,11687
Hispanic alone,10-14,NA,12,3278,432845
Hispanic alone,10-14,NA,13,1355,205314
Hispanic alone,10-14,NA,15,334,46280
Hispanic alone,10-14,NA,16,270,37827
Hispanic alone,10-14,NA,17,2180,352657
Hispanic alone,10-14,NA,18,580,83744
Hispanic alone,10-14,NA,19,208,32224
Hispanic alone,10-14,NA,20,340,50011
Hispanic alone,10-14,NA,21,222,32095
Hispanic alone,10-14,NA,22,279,31691
Hispanic alone,10-14,NA,23,37,2783
Hispanic alone,10-14,NA,24,1072,170930
Hispanic alone,10-14,NA,25,878,123317
Hispanic alone,10-14,NA,26,500,67748
Hispanic alone,10-14,NA,27,303,57195
Hispanic alone,10-14,NA,28,203,21080
Hispanic alone,10-14,NA,29,329,44488
Hispanic alone,10-14,NA,30,48,4776
Hispanic alone,10-14,NA,31,232,40441
Hispanic alone,10-14,NA,32,1169,151591
Hispanic alone,10-14,NA,33,48,6662
Hispanic alone,10-14,NA,34,2254,332451
Hispanic alone,10-14,NA,35,718,111837
Hispanic alone,10-14,NA,36,3712,630555
Hispanic alone,10-14,NA,37,1583,255235
Hispanic alone,10-14,NA,38,24,3474
Hispanic alone,10-14,NA,39,517,68399
Hispanic alone,10-14,NA,40,589,79283
Hispanic alone,10-14,NA,41,654,97908
Hispanic alone,10-14,NA,42,900,185706
Hispanic alone,10-14,NA,44,176,32570
Hispanic alone,10-14,NA,45,399,53850
Hispanic alone,10-14,NA,46,43,4863
Hispanic alone,10-14,NA,47,602,86087
Hispanic alone,10-14,NA,48,7815,1093915
Hispanic alone,10-14,NA,49,530,86195
Hispanic alone,10-14,NA,50,13,1385
Hispanic alone,10-14,NA,51,947,144557
Hispanic alone,10-14,NA,53,1400,191841
Hispanic alone,10-14,NA,54,33,2338
Hispanic alone,10-14,NA,55,311,58119
Hispanic alone,10-14,NA,56,64,7728
Hispanic alone,15-19,NA,1,327,43450
Hispanic alone,15-19,NA,2,68,9609
Hispanic alone,15-19,NA,4,2374,276658
Hispanic alone,15-19,NA,5,327,35454
Hispanic alone,15-19,NA,6,23302,2654570
Hispanic alone,15-19,NA,8,1117,147738
Hispanic alone,15-19,NA,9,754,102215
Hispanic alone,15-19,NA,10,137,17385
Hispanic alone,15-19,NA,11,74,9208
Hispanic alone,15-19,NA,12,3594,436718
Hispanic alone,15-19,NA,13,1529,201406
Hispanic alone,15-19,NA,15,312,27843
Hispanic alone,15-19,NA,16,278,37281
Hispanic alone,15-19,NA,17,2474,371736
Hispanic alone,15-19,NA,18,650,94551
Hispanic alone,15-19,NA,19,242,30903
Hispanic alone,15-19,NA,20,402,59627
Hispanic alone,15-19,NA,21,286,28967
Hispanic alone,15-19,NA,22,304,29383
Hispanic alone,15-19,NA,23,35,2217
Hispanic alone,15-19,NA,24,1019,140755
Hispanic alone,15-19,NA,25,1123,138241
Hispanic alone,15-19,NA,26,571,66248
Hispanic alone,15-19,NA,27,393,61914
Hispanic alone,15-19,NA,28,207,20742
Hispanic alone,15-19,NA,29,340,38474
Hispanic alone,15-19,NA,30,48,6081
Hispanic alone,15-19,NA,31,294,38091
Hispanic alone,15-19,NA,32,1226,143733
Hispanic alone,15-19,NA,33,50,6672
Hispanic alone,15-19,NA,34,2291,300346
Hispanic alone,15-19,NA,35,799,115038
Hispanic alone,15-19,NA,36,4232,592499
Hispanic alone,15-19,NA,37,1782,235778
Hispanic alone,15-19,NA,38,29,2794
Hispanic alone,15-19,NA,39,557,68675
Hispanic alone,15-19,NA,40,593,70533
Hispanic alone,15-19,NA,41,698,95427
Hispanic alone,15-19,NA,42,1016,172487
Hispanic alone,15-19,NA,44,193,30620
Hispanic alone,15-19,NA,45,459,52488
Hispanic alone,15-19,NA,46,61,7216
Hispanic alone,15-19,NA,47,631,75022
Hispanic alone,15-19,NA,48,8166,1073524
Hispanic alone,15-19,NA,49,584,81055
Hispanic alone,15-19,NA,50,12,1033
Hispanic alone,15-19,NA,51,1027,135783
Hispanic alone,15-19,NA,53,1462,174964
Hispanic alone,15-19,NA,54,30,3127
Hispanic alone,15-19,NA,55,363,54201
Hispanic alone,15-19,NA,56,55,5613
Hispanic alone,20-24,NA,1,292,40690
Hispanic alone,20-24,NA,2,62,9580
Hispanic alone,20-24,NA,4,2062,272984
Hispanic alone,20-24,NA,5,292,33559
Hispanic alone,20-24,NA,6,22977,2603968
Hispanic alone,20-24,NA,8,979,130755
Hispanic alone,20-24,NA,9,727,97254
Hispanic alone,20-24,NA,10,111,15752
Hispanic alone,20-24,NA,11,121,9864
Hispanic alone,20-24,NA,12,3402,436309
Hispanic alone,20-24,NA,13,1393,169966
Hispanic alone,20-24,NA,15,291,26038
Hispanic alone,20-24,NA,16,272,37777
Hispanic alone,20-24,NA,17,2429,367703
Hispanic alone,20-24,NA,18,559,74289
Hispanic alone,20-24,NA,19,193,27023
Hispanic alone,20-24,NA,20,312,50651
Hispanic alone,20-24,NA,21,240,25240
Hispanic alone,20-24,NA,22,278,29656
Hispanic alone,20-24,NA,23,26,1989
Hispanic alone,20-24,NA,24,964,124025
Hispanic alone,20-24,NA,25,1066,133932
Hispanic alone,20-24,NA,26,497,70148
Hispanic alone,20-24,NA,27,347,62993
Hispanic alone,20-24,NA,28,175,17832
Hispanic alone,20-24,NA,29,311,40664
Hispanic alone,20-24,NA,30,30,4916
Hispanic alone,20-24,NA,31,201,29753
Hispanic alone,20-24,NA,32,1136,133576
Hispanic alone,20-24,NA,33,46,6022
Hispanic alone,20-24,NA,34,2139,286552
Hispanic alone,20-24,NA,35,667,113493
Hispanic alone,20-24,NA,36,4226,591334
Hispanic alone,20-24,NA,37,1508,187357
Hispanic alone,20-24,NA,38,43,10118
Hispanic alone,20-24,NA,39,503,65880
Hispanic alone,20-24,NA,40,434,58159
Hispanic alone,20-24,NA,41,659,90096
Hispanic alone,20-24,NA,42,963,167288
Hispanic alone,20-24,NA,44,173,28680
Hispanic alone,20-24,NA,45,438,46777
Hispanic alone,20-24,NA,46,50,7230
Hispanic alone,20-24,NA,47,537,57619
Hispanic alone,20-24,NA,48,7913,1055813
Hispanic alone,20-24,NA,49,584,76407
Hispanic alone,20-24,NA,50,16,1704
Hispanic alone,20-24,NA,51,980,132631
Hispanic alone,20-24,NA,53,1395,174585
Hispanic alone,20-24,NA,54,39,4181
Hispanic alone,20-24,NA,55,301,52749
Hispanic alone,20-24,NA,56,45,5238
Hispanic alone,25-29,NA,1,262,31343
Hispanic alone,25-29,NA,2,45,7212
Hispanic alone,25-29,NA,4,2135,265630
Hispanic alone,25-29,NA,5,271,34669
Hispanic alone,25-29,NA,6,23234,2618495
Hispanic alone,25-29,NA,8,1096,146029
Hispanic alone,25-29,NA,9,655,89144
Hispanic alone,25-29,NA,10,89,13028
Hispanic alone,25-29,NA,11,107,11832
Hispanic alone,25-29,NA,12,3478,430622
Hispanic alone,25-29,NA,13,1230,139913
Hispanic alone,25-29,NA,15,243,29415
Hispanic alone,25-29,NA,16,246,32590
Hispanic alone,25-29,NA,17,2341,336727
Hispanic alone,25-29,NA,18,581,75787
Hispanic alone,25-29,NA,19,180,27313
Hispanic alone,25-29,NA,20,243,33846
Hispanic alone,25-29,NA,21,181,22240
Hispanic alone,25-29,NA,22,260,25084
Hispanic alone,25-29,NA,23,17,3126
Hispanic alone,25-29,NA,24,992,116246
Hispanic alone,25-29,NA,25,971,134636
Hispanic alone,25-29,NA,26,434,59051
Hispanic alone,25-29,NA,27,270,48937
Hispanic alone,25-29,NA,28,113,13139
Hispanic alone,25-29,NA,29,305,39221
Hispanic alone,25-29,NA,30,26,3848
Hispanic alone,25-29,NA,31,203,33190
Hispanic alone,25-29,NA,32,1166,142046
Hispanic alone,25-29,NA,33,43,6830
Hispanic alone,25-29,NA,34,2092,267875
Hispanic alone,25-29,NA,35,568,84894
Hispanic alone,25-29,NA,36,4450,609744
Hispanic alone,25-29,NA,37,1381,161106
Hispanic alone,25-29,NA,38,26,5509
Hispanic alone,25-29,NA,39,477,63164
Hispanic alone,25-29,NA,40,410,54792
Hispanic alone,25-29,NA,41,576,81474
Hispanic alone,25-29,NA,42,824,157590
Hispanic alone,25-29,NA,44,204,29850
Hispanic alone,25-29,NA,45,385,41471
Hispanic alone,25-29,NA,46,51,5674
Hispanic alone,25-29,NA,47,480,47965
Hispanic alone,25-29,NA,48,7679,1006133
Hispanic alone,25-29,NA,49,602,82050
Hispanic alone,25-29,NA,50,14,1936
Hispanic alone,25-29,NA,51,885,102876
Hispanic alone,25-29,NA,53,1393,174084
Hispanic alone,25-29,NA,54,29,2945
Hispanic alone,25-29,NA,55,274,41829
Hispanic alone,25-29,NA,56,40,5465
Hispanic alone,30-34,NA,1,238,30335
Hispanic alone,30-34,NA,2,42,6380
Hispanic alone,30-34,NA,4,2086,248171
Hispanic alone,30-34,NA,5,209,21528
Hispanic alone,30-34,NA,6,22139,2576264
Hispanic alone,30-34,NA,8,977,134410
Hispanic alone,30-34,NA,9,688,93269
Hispanic alone,30-34,NA,10,94,13508
Hispanic alone,30-34,NA,11,109,13780
Hispanic alone,30-34,NA,12,3720,480016
Hispanic alone,30-34,NA,13,1245,145533
Hispanic alone,30-34,NA,15,249,27591
Hispanic alone,30-34,NA,16,246,32865
Hispanic alone,30-34,NA,17,2238,311630
Hispanic alone,30-34,NA,18,537,71267
Hispanic alone,30-34,NA,19,171,28001
Hispanic alone,30-34,NA,20,279,45724
Hispanic alone,30-34,NA,21,202,25321
Hispanic alone,30-34,NA,22,352,36024
Hispanic alone,30-34,NA,23,25,3069
Hispanic alone,30-34,NA,24,913,118574
Hispanic alone,30-34,NA,25,1025,140088
Hispanic alone,30-34,NA,26,442,57965
Hispanic alone,30-34,NA,27,310,57526
Hispanic alone,30-34,NA,28,134,12861
Hispanic alone,30-34,NA,29,295,38140
Hispanic alone,30-34,NA,30,33,5222
Hispanic alone,30-34,NA,31,198,36849
Hispanic alone,30-34,NA,32,1131,146241
Hispanic alone,30-34,NA,33,45,6706
Hispanic alone,30-34,NA,34,2333,300766
Hispanic alone,30-34,NA,35,561,85102
Hispanic alone,30-34,NA,36,4596,638638
Hispanic alone,30-34,NA,37,1312,163708
Hispanic alone,30-34,NA,38,21,3836
Hispanic alone,30-34,NA,39,468,67628
Hispanic alone,30-34,NA,40,383,55478
Hispanic alone,30-34,NA,41,606,84938
Hispanic alone,30-34,NA,42,888,174394
Hispanic alone,30-34,NA,44,203,34556
Hispanic alone,30-34,NA,45,374,40074
Hispanic alone,30-34,NA,46,49,4787
Hispanic alone,30-34,NA,47,505,54531
Hispanic alone,30-34,NA,48,7603,1000889
Hispanic alone,30-34,NA,49,523,69273
Hispanic alone,30-34,NA,50,11,1220
Hispanic alone,30-34,NA,51,879,114552
Hispanic alone,30-34,NA,53,1259,155915
Hispanic alone,30-34,NA,54,27,2666
Hispanic alone,30-34,NA,55,255,44370
Hispanic alone,30-34,NA,56,50,7581
Hispanic alone,35-39,NA,1,269,31504
Hispanic alone,35-39,NA,2,43,7124
Hispanic alone,35-39,NA,4,1758,219554
Hispanic alone,35-39,NA,5,213,28413
Hispanic alone,35-39,NA,6,20029,2364109
Hispanic alone,35-39,NA,8,893,122830
Hispanic alone,35-39,NA,9,672,100401
Hispanic alone,35-39,NA,10,97,15843
Hispanic alone,35-39,NA,11,88,11797
Hispanic alone,35-39,NA,12,3793,532577
Hispanic alone,35-39,NA,13,1224,160041
Hispanic alone,35-39,NA,15,219,26761
Hispanic alone,35-39,NA,16,230,39733
Hispanic alone,35-39,NA,17,1990,296014
Hispanic alone,35-39,NA,18,488,71370
Hispanic alone,35-39,NA,19,144,22350
Hispanic alone,35-39,NA,20,227,33854
Hispanic alone,35-39,NA,21,196,23489
Hispanic alone,35-39,NA,22,291,34965
Hispanic alone,35-39,NA,23,18,2987
Hispanic alone,35-39,NA,24,991,143311
Hispanic alone,35-39,NA,25,915,126301
Hispanic alone,35-39,NA,26,392,56547
Hispanic alone,35-39,NA,27,290,56866
Hispanic alone,35-39,NA,28,153,15573
Hispanic alone,35-39,NA,29,240,30516
Hispanic alone,35-39,NA,30,21,3064
Hispanic alone,35-39,NA,31,176,32969
Hispanic alone,35-39,NA,32,990,131225
Hispanic alone,35-39,NA,33,34,5619
Hispanic alone,35-39,NA,34,2217,309601
Hispanic alone,35-39,NA,35,569,85632
Hispanic alone,35-39,NA,36,4206,617375
Hispanic alone,35-39,NA,37,1263,169528
Hispanic alone,35-39,NA,38,16,1570
Hispanic alone,35-39,NA,39,459,64725
Hispanic alone,35-39,NA,40,371,52561
Hispanic alone,35-39,NA,41,550,79675
Hispanic alone,35-39,NA,42,797,161333
Hispanic alone,35-39,NA,44,159,26249
Hispanic alone,35-39,NA,45,366,43143
Hispanic alone,35-39,NA,46,38,3475
Hispanic alone,35-39,NA,47,543,63120
Hispanic alone,35-39,NA,48,6889,923419
Hispanic alone,35-39,NA,49,429,64154
Hispanic alone,35-39,NA,50,17,2376
Hispanic alone,35-39,NA,51,857,133087
Hispanic alone,35-39,NA,53,1166,145553
Hispanic alone,35-39,NA,54,33,4149
Hispanic alone,35-39,NA,55,245,36265
Hispanic alone,35-39,NA,56,43,6202
Hispanic alone,40-44,NA,1,275,36873
Hispanic alone,40-44,NA,2,35,5861
